,level_0,index,Iso3,StartDate,EndDate,Area,Item Code,Item,Element,Year,Months Code,Months,Value
712,712,9644,MYS,01/01/1997,31/12/1997,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),1997,7021,Annual value,53
713,713,9645,MYS,01/01/1998,31/12/1998,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),1998,7021,Annual value,60
714,714,9646,MYS,01/01/1999,31/12/1999,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),1999,7021,Annual value,53
715,715,9647,MYS,01/01/2000,31/12/2000,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2000,7021,Annual value,57
716,716,9648,MYS,01/01/2001,31/12/2001,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2001,7021,Annual value,49
717,717,9649,MYS,01/01/2002,31/12/2002,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2002,7021,Annual value,43
718,718,9650,MYS,01/01/2003,31/12/2003,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2003,7021,Annual value,51
719,719,9651,MYS,01/01/2004,31/12/2004,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2004,7021,Annual value,49
720,720,9652,MYS,01/01/2005,31/12/2005,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2005,7021,Annual value,54
721,721,9653,MYS,01/01/2006,31/12/2006,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2006,7021,Annual value,51
722,722,9654,MYS,01/01/2007,31/12/2007,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2007,7021,Annual value,57
723,723,9655,MYS,01/01/2008,31/12/2008,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2008,7021,Annual value,73
724,724,9656,MYS,01/01/2009,31/12/2009,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2009,7021,Annual value,81
725,725,9657,MYS,01/01/2010,31/12/2010,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2010,7021,Annual value,74
726,726,9658,MYS,01/01/2011,31/12/2011,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2011,7021,Annual value,72
727,727,9659,MYS,01/01/2012,31/12/2012,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2012,7021,Annual value,75
728,728,9660,MYS,01/01/2013,31/12/2013,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2013,7021,Annual value,78
729,729,9661,MYS,01/01/2014,31/12/2014,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2014,7021,Annual value,89
730,730,9662,MYS,01/01/2015,31/12/2015,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2015,7021,Annual value,101
731,731,9663,MYS,01/01/2016,31/12/2016,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2016,7021,Annual value,109
732,732,9664,MYS,01/01/2017,31/12/2017,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2017,7021,Annual value,103
733,733,9665,MYS,01/01/2018,31/12/2018,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2018,7021,Annual value,110
734,734,9666,MYS,01/01/2019,31/12/2019,Malaysia,1801,"Fruit excl Melons, Total",Producer Price Index (2014-2016 = 100),2019,7021,Annual value,111
735,735,9667,MYS,01/01/1991,31/12/1991,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1991,7021,Annual value,37
736,736,9668,MYS,01/01/1992,31/12/1992,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1992,7021,Annual value,39
737,737,9669,MYS,01/01/1993,31/12/1993,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1993,7021,Annual value,39
738,738,9670,MYS,01/01/1994,31/12/1994,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1994,7021,Annual value,36
739,739,9671,MYS,01/01/1995,31/12/1995,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1995,7021,Annual value,37
740,740,9672,MYS,01/01/1996,31/12/1996,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1996,7021,Annual value,42
741,741,9673,MYS,01/01/1997,31/12/1997,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1997,7021,Annual value,55
742,742,9674,MYS,01/01/1998,31/12/1998,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1998,7021,Annual value,60
743,743,9675,MYS,01/01/1999,31/12/1999,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),1999,7021,Annual value,53
744,744,9676,MYS,01/01/2000,31/12/2000,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2000,7021,Annual value,56
745,745,9677,MYS,01/01/2001,31/12/2001,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2001,7021,Annual value,49
746,746,9678,MYS,01/01/2002,31/12/2002,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2002,7021,Annual value,45
747,747,9679,MYS,01/01/2003,31/12/2003,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2003,7021,Annual value,52
748,748,9680,MYS,01/01/2004,31/12/2004,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2004,7021,Annual value,49
749,749,9681,MYS,01/01/2005,31/12/2005,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2005,7021,Annual value,53
750,750,9682,MYS,01/01/2006,31/12/2006,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2006,7021,Annual value,52
751,751,9683,MYS,01/01/2007,31/12/2007,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2007,7021,Annual value,57
752,752,9684,MYS,01/01/2008,31/12/2008,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2008,7021,Annual value,74
753,753,9685,MYS,01/01/2009,31/12/2009,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2009,7021,Annual value,81
754,754,9686,MYS,01/01/2010,31/12/2010,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2010,7021,Annual value,74
755,755,9687,MYS,01/01/2011,31/12/2011,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2011,7021,Annual value,73
756,756,9688,MYS,01/01/2012,31/12/2012,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2012,7021,Annual value,76
757,757,9689,MYS,01/01/2013,31/12/2013,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2013,7021,Annual value,81
758,758,9690,MYS,01/01/2014,31/12/2014,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2014,7021,Annual value,90
759,759,9691,MYS,01/01/2015,31/12/2015,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2015,7021,Annual value,101
760,760,9692,MYS,01/01/2016,31/12/2016,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2016,7021,Annual value,109
761,761,9693,MYS,01/01/2017,31/12/2017,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2017,7021,Annual value,105
762,762,9694,MYS,01/01/2018,31/12/2018,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2018,7021,Annual value,110
763,763,9695,MYS,01/01/2019,31/12/2019,Malaysia,1738,Fruit Primary,Producer Price Index (2014-2016 = 100),2019,7021,Annual value,112
764,764,9696,MYS,01/01/1991,31/12/1991,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1991,7021,Annual value,53
765,765,9697,MYS,01/01/1992,31/12/1992,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1992,7021,Annual value,53
766,766,9698,MYS,01/01/1993,31/12/1993,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1993,7021,Annual value,57
767,767,9699,MYS,01/01/1994,31/12/1994,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1994,7021,Annual value,62
768,768,9700,MYS,01/01/1995,31/12/1995,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1995,7021,Annual value,52
769,769,9701,MYS,01/01/1996,31/12/1996,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1996,7021,Annual value,52
770,770,9702,MYS,01/01/1997,31/12/1997,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1997,7021,Annual value,53
771,771,9703,MYS,01/01/1998,31/12/1998,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1998,7021,Annual value,53
772,772,9704,MYS,01/01/1999,31/12/1999,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),1999,7021,Annual value,53
773,773,9705,MYS,01/01/2000,31/12/2000,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2000,7021,Annual value,53
774,774,9706,MYS,01/01/2001,31/12/2001,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2001,7021,Annual value,53
775,775,9707,MYS,01/01/2002,31/12/2002,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2002,7021,Annual value,53
776,776,9708,MYS,01/01/2003,31/12/2003,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2003,7021,Annual value,58
777,777,9709,MYS,01/01/2004,31/12/2004,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2004,7021,Annual value,64
778,778,9710,MYS,01/01/2005,31/12/2005,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2005,7021,Annual value,67
779,779,9711,MYS,01/01/2006,31/12/2006,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2006,7021,Annual value,61
780,780,9712,MYS,01/01/2007,31/12/2007,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2007,7021,Annual value,68
781,781,9713,MYS,01/01/2008,31/12/2008,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2008,7021,Annual value,78
782,782,9714,MYS,01/01/2009,31/12/2009,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2009,7021,Annual value,82
783,783,9715,MYS,01/01/2010,31/12/2010,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2010,7021,Annual value,84
784,784,9716,MYS,01/01/2011,31/12/2011,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2011,7021,Annual value,90
785,785,9717,MYS,01/01/2012,31/12/2012,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2012,7021,Annual value,87
786,786,9718,MYS,01/01/2013,31/12/2013,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2013,7021,Annual value,96
787,787,9719,MYS,01/01/2014,31/12/2014,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2014,7021,Annual value,103
788,788,9720,MYS,01/01/2015,31/12/2015,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2015,7021,Annual value,101
789,789,9721,MYS,01/01/2016,31/12/2016,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2016,7021,Annual value,96
790,790,9722,MYS,01/01/2017,31/12/2017,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2017,7021,Annual value,94
791,791,9723,MYS,01/01/2018,31/12/2018,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2018,7021,Annual value,99
792,792,9724,MYS,01/01/2019,31/12/2019,Malaysia,2044,Livestock,Producer Price Index (2014-2016 = 100),2019,7021,Annual value,103
793,793,9725,MYS,01/01/1991,31/12/1991,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1991,7021,Annual value,45
794,794,9726,MYS,01/01/1992,31/12/1992,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1992,7021,Annual value,43
795,795,9727,MYS,01/01/1993,31/12/1993,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1993,7021,Annual value,54
796,796,9728,MYS,01/01/1994,31/12/1994,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1994,7021,Annual value,52
797,797,9729,MYS,01/01/1995,31/12/1995,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1995,7021,Annual value,58
798,798,9730,MYS,01/01/1996,31/12/1996,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1996,7021,Annual value,44
799,799,9731,MYS,01/01/1997,31/12/1997,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1997,7021,Annual value,48
800,800,9732,MYS,01/01/1998,31/12/1998,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1998,7021,Annual value,50
801,801,9733,MYS,01/01/1999,31/12/1999,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),1999,7021,Annual value,47
802,802,9734,MYS,01/01/2000,31/12/2000,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2000,7021,Annual value,51
803,803,9735,MYS,01/01/2001,31/12/2001,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2001,7021,Annual value,58
804,804,9736,MYS,01/01/2002,31/12/2002,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2002,7021,Annual value,54
805,805,9737,MYS,01/01/2003,31/12/2003,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2003,7021,Annual value,54
806,806,9738,MYS,01/01/2004,31/12/2004,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2004,7021,Annual value,58
807,807,9739,MYS,01/01/2005,31/12/2005,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2005,7021,Annual value,65
808,808,9740,MYS,01/01/2006,31/12/2006,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2006,7021,Annual value,75
809,809,9741,MYS,01/01/2007,31/12/2007,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2007,7021,Annual value,75
810,810,9742,MYS,01/01/2008,31/12/2008,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2008,7021,Annual value,80
811,811,9743,MYS,01/01/2009,31/12/2009,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2009,7021,Annual value,84
812,812,9744,MYS,01/01/2010,31/12/2010,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2010,7021,Annual value,88
813,813,9745,MYS,01/01/2011,31/12/2011,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2011,7021,Annual value,86
814,814,9746,MYS,01/01/2012,31/12/2012,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2012,7021,Annual value,88
815,815,9747,MYS,01/01/2013,31/12/2013,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2013,7021,Annual value,91
816,816,9748,MYS,01/01/2014,31/12/2014,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2014,7021,Annual value,94
817,817,9749,MYS,01/01/2015,31/12/2015,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2015,7021,Annual value,100
818,818,9750,MYS,01/01/2016,31/12/2016,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2016,7021,Annual value,106
819,819,9751,MYS,01/01/2017,31/12/2017,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2017,7021,Annual value,108
820,820,9752,MYS,01/01/2018,31/12/2018,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2018,7021,Annual value,113
821,821,9753,MYS,01/01/2019,31/12/2019,Malaysia,1765,"Meat, Total",Producer Price Index (2014-2016 = 100),2019,7021,Annual value,103
822,822,9754,MYS,01/01/1991,31/12/1991,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1991,7021,Annual value,43
823,823,9755,MYS,01/01/1992,31/12/1992,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1992,7021,Annual value,43
824,824,9756,MYS,01/01/1993,31/12/1993,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1993,7021,Annual value,44
825,825,9757,MYS,01/01/1994,31/12/1994,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1994,7021,Annual value,44
826,826,9758,MYS,01/01/1995,31/12/1995,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1995,7021,Annual value,44
827,827,9759,MYS,01/01/1996,31/12/1996,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1996,7021,Annual value,52
828,828,9760,MYS,01/01/1997,31/12/1997,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1997,7021,Annual value,59
829,829,9761,MYS,01/01/1998,31/12/1998,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1998,7021,Annual value,67
830,830,9762,MYS,01/01/1999,31/12/1999,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),1999,7021,Annual value,78
831,831,9763,MYS,01/01/2000,31/12/2000,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2000,7021,Annual value,67
832,832,9764,MYS,01/01/2001,31/12/2001,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2001,7021,Annual value,66
833,833,9765,MYS,01/01/2002,31/12/2002,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2002,7021,Annual value,66
834,834,9766,MYS,01/01/2003,31/12/2003,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2003,7021,Annual value,67
835,835,9767,MYS,01/01/2004,31/12/2004,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2004,7021,Annual value,66
836,836,9768,MYS,01/01/2005,31/12/2005,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2005,7021,Annual value,66
837,837,9769,MYS,01/01/2006,31/12/2006,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2006,7021,Annual value,66
838,838,9770,MYS,01/01/2007,31/12/2007,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2007,7021,Annual value,76
839,839,9771,MYS,01/01/2008,31/12/2008,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2008,7021,Annual value,76
840,840,9772,MYS,01/01/2009,31/12/2009,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2009,7021,Annual value,89
841,841,9773,MYS,01/01/2010,31/12/2010,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2010,7021,Annual value,89
842,842,9774,MYS,01/01/2011,31/12/2011,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2011,7021,Annual value,94
843,843,9775,MYS,01/01/2012,31/12/2012,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2012,7021,Annual value,94
844,844,9776,MYS,01/01/2013,31/12/2013,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2013,7021,Annual value,99
845,845,9777,MYS,01/01/2014,31/12/2014,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2014,7021,Annual value,99
846,846,9778,MYS,01/01/2015,31/12/2015,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2015,7021,Annual value,96
847,847,9779,MYS,01/01/2016,31/12/2016,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2016,7021,Annual value,105
848,848,9780,MYS,01/01/2017,31/12/2017,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2017,7021,Annual value,118
849,849,9781,MYS,01/01/2018,31/12/2018,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2018,7021,Annual value,118
850,850,9782,MYS,01/01/2019,31/12/2019,Malaysia,1780,"Milk, Total",Producer Price Index (2014-2016 = 100),2019,7021,Annual value,118
851,851,9783,MYS,01/01/1991,31/12/1991,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1991,7021,Annual value,12
852,852,9784,MYS,01/01/1992,31/12/1992,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1992,7021,Annual value,14
853,853,9785,MYS,01/01/1993,31/12/1993,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1993,7021,Annual value,16
854,854,9786,MYS,01/01/1994,31/12/1994,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1994,7021,Annual value,22
855,855,9787,MYS,01/01/1995,31/12/1995,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1995,7021,Annual value,26
856,856,9788,MYS,01/01/1996,31/12/1996,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1996,7021,Annual value,21
857,857,9789,MYS,01/01/1997,31/12/1997,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1997,7021,Annual value,24
858,858,9790,MYS,01/01/1998,31/12/1998,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1998,7021,Annual value,41
859,859,9791,MYS,01/01/1999,31/12/1999,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),1999,7021,Annual value,26
860,860,9792,MYS,01/01/2000,31/12/2000,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2000,7021,Annual value,18
861,861,9793,MYS,01/01/2001,31/12/2001,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2001,7021,Annual value,16
862,862,9794,MYS,01/01/2002,31/12/2002,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2002,7021,Annual value,26
863,863,9795,MYS,01/01/2003,31/12/2003,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2003,7021,Annual value,30
864,864,9796,MYS,01/01/2004,31/12/2004,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2004,7021,Annual value,33
865,865,9797,MYS,01/01/2005,31/12/2005,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2005,7021,Annual value,28
866,866,9798,MYS,01/01/2006,31/12/2006,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2006,7021,Annual value,42
867,867,9799,MYS,01/01/2007,31/12/2007,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2007,7021,Annual value,56
868,868,9800,MYS,01/01/2008,31/12/2008,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2008,7021,Annual value,70
869,869,9801,MYS,01/01/2009,31/12/2009,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2009,7021,Annual value,84
870,870,9802,MYS,01/01/2010,31/12/2010,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2010,7021,Annual value,112
871,871,9803,MYS,01/01/2011,31/12/2011,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2011,7021,Annual value,139
872,872,9804,MYS,01/01/2012,31/12/2012,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2012,7021,Annual value,117
873,873,9805,MYS,01/01/2013,31/12/2013,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2013,7021,Annual value,93
874,874,9806,MYS,01/01/2014,31/12/2014,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2014,7021,Annual value,99
875,875,9807,MYS,01/01/2015,31/12/2015,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2015,7021,Annual value,88
876,876,9808,MYS,01/01/2016,31/12/2016,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2016,7021,Annual value,113
877,877,9809,MYS,01/01/2017,31/12/2017,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2017,7021,Annual value,116
878,878,9810,MYS,01/01/2018,31/12/2018,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2018,7021,Annual value,90
879,879,9811,MYS,01/01/2019,31/12/2019,Malaysia,1732,"Oilcrops, Oil Equivalent",Producer Price Index (2014-2016 = 100),2019,7021,Annual value,81
880,880,9812,MYS,01/01/1991,31/12/1991,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1991,7021,Annual value,17
881,881,9813,MYS,01/01/1992,31/12/1992,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1992,7021,Annual value,17
882,882,9814,MYS,01/01/1993,31/12/1993,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1993,7021,Annual value,21
883,883,9815,MYS,01/01/1994,31/12/1994,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1994,7021,Annual value,21
884,884,9816,MYS,01/01/1995,31/12/1995,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1995,7021,Annual value,23
885,885,9817,MYS,01/01/1996,31/12/1996,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1996,7021,Annual value,27
886,886,9818,MYS,01/01/1997,31/12/1997,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1997,7021,Annual value,29
887,887,9819,MYS,01/01/1998,31/12/1998,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1998,7021,Annual value,34
888,888,9820,MYS,01/01/1999,31/12/1999,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),1999,7021,Annual value,31
889,889,9821,MYS,01/01/2000,31/12/2000,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2000,7021,Annual value,30
890,890,9822,MYS,01/01/2001,31/12/2001,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2001,7021,Annual value,36
891,891,9823,MYS,01/01/2002,31/12/2002,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2002,7021,Annual value,38
892,892,9824,MYS,01/01/2003,31/12/2003,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2003,7021,Annual value,40
893,893,9825,MYS,01/01/2004,31/12/2004,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2004,7021,Annual value,44
894,894,9826,MYS,01/01/2005,31/12/2005,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2005,7021,Annual value,49
895,895,9827,MYS,01/01/2006,31/12/2006,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2006,7021,Annual value,53
896,896,9828,MYS,01/01/2007,31/12/2007,Malaysia,1720,"Roots and Tubers, Total",Producer Price Index (2014-2016 = 100),2007,7021,Annual value,52
